task,method,width,refresh_interval,decision_units,median_spearman,mean_pairwise_accuracy,mean_top1_accuracy,mean_normalized_regret,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
gov_report,entropy_vjp_action,1,4,14,0.4523809523809524,0.5816326530612245,0.07142857142857142,0.3917514774998266,-0.30952380952380965,-0.2040816326530612,-0.21428571428571427,-0.35619228247794305
gov_report,entropy_vjp_action,1,8,14,0.3690476190476191,0.5637755102040817,0.07142857142857142,0.32250411853586536,-0.29761904761904767,-0.22193877551020408,-0.21428571428571427,-0.28694492351398176
gov_report,entropy_vjp_action,2,1,14,0.6071428571428572,0.6862244897959183,0.21428571428571427,0.21382833196490605,-0.16666666666666669,-0.09948979591836735,-0.07142857142857142,-0.1782691369430225
gov_report,entropy_vjp_action,2,2,14,0.5595238095238095,0.6326530612244898,0.14285714285714285,0.2138364054317294,-0.14285714285714274,-0.15306122448979592,-0.14285714285714285,-0.17827721040984584
gov_report,entropy_vjp_action,2,4,14,0.4523809523809524,0.5816326530612245,0.07142857142857142,0.3917514774998266,-0.30952380952380965,-0.2040816326530612,-0.21428571428571427,-0.35619228247794305
gov_report,entropy_vjp_action,2,8,14,0.3690476190476191,0.5637755102040817,0.07142857142857142,0.32250411853586536,-0.29761904761904767,-0.22193877551020408,-0.21428571428571427,-0.28694492351398176
gov_report,entropy_vjp_action,4,1,14,0.6071428571428572,0.6862244897959183,0.21428571428571427,0.21382833196490605,-0.16666666666666669,-0.09948979591836735,-0.07142857142857142,-0.1782691369430225
gov_report,entropy_vjp_action,4,2,14,0.5595238095238095,0.6326530612244898,0.14285714285714285,0.2138364054317294,-0.14285714285714274,-0.15306122448979592,-0.14285714285714285,-0.17827721040984584
gov_report,entropy_vjp_action,4,4,14,0.4523809523809524,0.5816326530612245,0.07142857142857142,0.3917514774998266,-0.30952380952380965,-0.2040816326530612,-0.21428571428571427,-0.35619228247794305
gov_report,entropy_vjp_action,4,8,14,0.3690476190476191,0.5637755102040817,0.07142857142857142,0.32250411853586536,-0.29761904761904767,-0.22193877551020408,-0.21428571428571427,-0.28694492351398176
gov_report,fisher_vjp_action,1,1,14,0.6666666666666667,0.6964285714285714,0.2857142857142857,0.16615705173451448,-0.0714285714285714,-0.08928571428571429,0.0,-0.1305978567126309
